iteration,log_likelihood
455,-303.859
456,-303.859
457,-303.859
458,-303.859
459,-303.859
460,-303.859
461,-303.859
462,-303.859
463,-303.859
464,-303.859
465,-303.859
466,-303.859
467,-303.859
468,-303.859
469,-303.859
470,-303.859
471,-303.859
472,-303.859
473,-303.859
474,-303.859
475,-303.859
476,-303.859
477,-303.859
478,-303.859
479,-303.859
480,-303.859
481,-303.859
482,-303.859
483,-303.859
484,-303.859
485,-303.859
486,-303.859
487,-303.859
488,-303.859
489,-303.859
490,-303.859
491,-303.859
492,-303.859
493,-303.859
494,-303.859
495,-303.859
496,-303.859
497,-303.859
498,-303.859
499,-303.859
500,-303.859
501,-303.859
502,-303.859
503,-303.859
504,-303.859
505,-303.859
506,-303.859
507,-303.859
508,-303.859
509,-303.859
510,-303.859
511,-303.859
512,-303.859
513,-303.859
514,-303.859
515,-303.859
516,-303.859
517,-303.859
518,-303.859
519,-303.859
520,-303.859
521,-303.859
522,-303.859
523,-303.859
524,-303.859
525,-303.859
526,-303.859
527,-303.859
528,-303.859
529,-303.859
530,-303.859
531,-303.859
532,-303.859
533,-303.859
534,-303.859
535,-303.859
536,-303.859
537,-303.859
538,-303.859
539,-303.859
540,-303.859
541,-303.859
542,-303.859
543,-303.859
544,-303.859
545,-303.859
546,-303.859
547,-303.859
548,-303.859
549,-303.859
550,-303.859
551,-303.859
552,-303.859
553,-303.859
554,-303.859
555,-303.859
556,-303.859
557,-303.859
558,-303.859
559,-303.859
560,-303.859
561,-303.859
562,-303.859
563,-303.859
564,-303.859
565,-303.859
566,-303.859
567,-303.859
568,-303.859
569,-303.859
570,-303.859
571,-303.859
572,-303.859
573,-303.859
574,-303.859
575,-303.859
576,-303.859
577,-303.859
578,-303.859
579,-303.859
580,-303.859
581,-303.859
582,-303.859
583,-303.859
584,-303.859
585,-303.859
586,-303.859
587,-303.859
588,-303.859
589,-303.859
590,-303.859
591,-303.859
592,-303.859
593,-303.859
594,-303.859
595,-303.859
596,-303.859
597,-303.859
598,-303.859
599,-303.859
600,-303.859
601,-303.859
602,-303.859
603,-303.859
604,-303.859
605,-303.859
606,-303.859
607,-303.859
608,-303.859
609,-303.859
610,-303.859
611,-303.859
612,-303.859
613,-303.859
614,-303.859
615,-303.859
616,-303.859
617,-303.859
618,-303.859
619,-303.859
620,-303.859
621,-303.859
622,-303.859
623,-303.859
624,-303.859
625,-303.859
626,-303.859
627,-303.859
628,-303.859
629,-303.859
630,-303.859
631,-303.859
632,-303.859
633,-303.859
634,-303.859
635,-303.859
636,-303.859
637,-303.859
638,-303.859
639,-303.859
640,-303.859
641,-303.859
642,-303.859
643,-303.859
644,-303.859
645,-303.859
646,-303.859
647,-303.859
648,-303.859
649,-303.859
650,-303.859
651,-303.859
652,-303.859
653,-303.859
654,-303.859
655,-303.859
656,-303.859
657,-303.859
658,-303.859
659,-303.859
660,-303.859
661,-303.859
662,-303.859
663,-303.859
664,-303.859
665,-303.859
666,-303.859
667,-303.859
668,-303.859
669,-303.859
670,-303.859
671,-303.859
672,-303.859
673,-303.859
674,-303.859
675,-303.859
676,-303.859
677,-303.859
678,-303.859
679,-303.859
680,-303.859
681,-303.859
682,-303.859
683,-303.859
684,-303.859
685,-303.859
686,-303.859
687,-303.859
688,-303.859
689,-303.859
690,-303.859
691,-303.859
692,-303.859
693,-303.859
694,-303.859
695,-303.859
696,-303.859
697,-303.859
698,-303.859
699,-303.859
700,-303.859
701,-303.859
702,-303.859
703,-303.859
704,-303.859
705,-303.859
706,-303.859
707,-303.859
708,-303.859
709,-303.859
710,-303.859
711,-303.859
712,-303.859
713,-303.859
714,-303.859
715,-303.859
716,-303.859
717,-303.859
718,-303.859
719,-303.859
720,-303.859
721,-303.859
722,-303.859
723,-303.859
724,-303.859
725,-303.859
726,-303.859
727,-303.859
728,-303.859
729,-303.859
730,-303.859
731,-303.859
732,-303.859
733,-303.859
734,-303.859
735,-303.859
736,-303.859
737,-303.859
738,-303.859
739,-303.859
740,-303.859
741,-303.859
742,-303.859
743,-303.859
744,-303.859
745,-303.859
746,-303.859
747,-303.859
748,-303.859
749,-303.859
750,-303.859
751,-303.859
752,-303.859
753,-303.859
754,-303.859
755,-303.859
756,-303.859
757,-303.859
758,-303.859
759,-303.859
760,-303.859
761,-303.859
762,-303.859
763,-303.859
764,-303.859
765,-303.859
766,-303.859
767,-303.859
768,-303.859
769,-303.859
770,-303.859
771,-303.859
772,-303.859
773,-303.859
774,-303.859
775,-303.859
776,-303.859
777,-303.859
778,-303.859
779,-303.859
780,-303.859
781,-303.859
782,-303.859
783,-303.859
784,-303.859
785,-303.859
786,-303.859
787,-303.859
788,-303.859
789,-303.859
790,-303.859
791,-303.859
792,-303.859
793,-303.859
794,-303.859
795,-303.859
796,-303.859
797,-303.859
798,-303.859
799,-303.859
800,-303.859
801,-303.859
802,-303.859
803,-303.859
804,-303.859
805,-303.859
806,-303.859
807,-303.859
808,-303.859
809,-303.859
810,-303.859
811,-303.859
812,-303.859
813,-303.859
814,-303.859
815,-303.859
816,-303.859
817,-303.859
818,-303.859
819,-303.859
820,-303.859
821,-303.859
822,-303.859
823,-303.859
824,-303.859
825,-303.859
826,-303.859
827,-303.859
828,-303.859
829,-303.859
830,-303.859
831,-303.859
832,-303.859
833,-303.859
834,-303.859
835,-303.859
836,-303.859
837,-303.859
838,-303.859
839,-303.859
840,-303.859
841,-303.859
842,-303.859
843,-303.859
844,-303.859
845,-303.859
846,-303.859
847,-303.859
848,-303.859
849,-303.859
850,-303.859
851,-303.859
852,-303.859
853,-303.859
854,-303.859
855,-303.859
856,-303.859
857,-303.859
858,-303.859
859,-303.859
860,-303.859
861,-303.859
862,-303.859
863,-303.859
864,-303.859
865,-303.859
866,-303.859
867,-303.859
868,-303.859
869,-303.859
870,-303.859
871,-303.859
872,-303.859
873,-303.859
874,-303.859
875,-303.859
876,-303.859
877,-303.859
878,-303.859
879,-303.859
880,-303.859
881,-303.859
882,-303.859
883,-303.859
884,-303.859
885,-303.859
886,-303.859
887,-303.859
888,-303.859
889,-303.859
890,-303.859
891,-303.859
892,-303.859
893,-303.859
894,-303.859
895,-303.859
896,-303.859
897,-303.859
898,-303.859
899,-303.859
900,-303.859
901,-303.859
902,-303.859
903,-303.859
904,-303.859
905,-303.859
906,-303.859
907,-303.859
908,-303.859
909,-303.859
910,-303.859
911,-303.859
912,-303.859
913,-303.859
914,-303.859
915,-303.859
916,-303.859
917,-303.859
918,-303.859
919,-303.859
920,-303.859
921,-303.859
922,-303.859
923,-303.859
924,-303.859
925,-303.859
926,-303.859
927,-303.859
928,-303.859
929,-303.859
930,-303.859
931,-303.859
932,-303.859
933,-303.859
934,-303.859
935,-303.859
936,-303.859
937,-303.859
938,-303.859
939,-303.859
940,-303.859
941,-303.859
942,-303.859
943,-303.859
944,-303.859
945,-303.859
946,-303.859
947,-303.859
948,-303.859
949,-303.859
950,-303.859
951,-303.859
952,-303.859
953,-303.859
954,-303.859
955,-303.859
956,-303.859
957,-303.859
958,-303.859
959,-303.859
960,-303.859
961,-303.859
962,-303.859
963,-303.859
964,-303.859
965,-303.859
966,-303.859
967,-303.859
968,-303.859
969,-303.859
970,-303.859
971,-303.859
972,-303.859
973,-303.859
974,-303.859
975,-303.859
976,-303.859
977,-303.859
978,-303.859
979,-303.859
980,-303.859
981,-303.859
982,-303.859
983,-303.859
984,-303.859
985,-303.859
986,-303.859
987,-303.859
988,-303.859
989,-303.859
990,-303.859
991,-303.859
992,-303.859
993,-303.859
994,-303.859
995,-303.859
996,-303.859
997,-303.859
998,-303.859
999,-303.859
1000,-303.859
1001,-303.859
1002,-303.859
1003,-303.859
1004,-303.859
1005,-303.859
1006,-303.859
1007,-303.859
1008,-303.859
1009,-303.859
1010,-303.859
1011,-303.859
1012,-303.859
1013,-303.859
1014,-303.859
1015,-303.859
1016,-303.859
1017,-303.859
1018,-303.859
1019,-303.859
1020,-303.859
1021,-303.859
1022,-303.859
1023,-303.859
1024,-303.859
1025,-303.859
1026,-303.859
1027,-303.859
1028,-303.859
1029,-303.859
1030,-303.859
1031,-303.859
1032,-303.859
1033,-303.859
1034,-303.859
1035,-303.859
1036,-303.859
1037,-303.859
1038,-303.859
1039,-303.859
1040,-303.859
1041,-303.859
1042,-303.859
1043,-303.859
1044,-303.859
1045,-303.859
1046,-303.859
1047,-303.859
1048,-303.859
1049,-303.859
1050,-303.859
1051,-303.859
1052,-303.859
1053,-303.859
1054,-303.859
1055,-303.859
1056,-303.859
1057,-303.859
1058,-303.859
1059,-303.859
1060,-303.859
1061,-303.859
1062,-303.859
1063,-303.859
1064,-303.859
1065,-303.859
1066,-303.859
1067,-303.859
1068,-303.859
1069,-303.859
1070,-303.859
1071,-303.859
1072,-303.859
1073,-303.859
1074,-303.859
1075,-303.859
1076,-303.859
1077,-303.859
1078,-303.859
1079,-303.859
1080,-303.859
1081,-303.859
1082,-303.859
1083,-303.859
1084,-303.859
1085,-303.859
1086,-303.859
1087,-303.859
1088,-303.859
1089,-303.859
1090,-303.859
1091,-303.859
1092,-303.859
1093,-303.859
1094,-303.859
1095,-303.859
1096,-303.859
1097,-303.859
1098,-303.859
1099,-303.859
1100,-303.859
1101,-303.859
1102,-303.859
1103,-303.859
1104,-303.859
1105,-303.859
1106,-303.859
1107,-303.859
1108,-303.859
1109,-303.859
1110,-303.859
1111,-303.859
1112,-303.859
1113,-303.859
1114,-303.859
1115,-303.859
1116,-303.859
1117,-303.859
1118,-303.859
1119,-303.859
1120,-303.859
1121,-303.859
1122,-303.859
1123,-303.859
1124,-303.859
1125,-303.859
1126,-303.859
1127,-303.859
1128,-303.859
1129,-303.859
1130,-303.859
1131,-303.859
1132,-303.859
1133,-303.859
1134,-303.859
1135,-303.859
1136,-303.859
1137,-303.859
1138,-303.859
1139,-303.859
1140,-303.859
1141,-303.859
1142,-303.859
1143,-303.859
1144,-303.859
1145,-303.859
1146,-303.859
1147,-303.859
1148,-303.859
1149,-303.859
1150,-303.859
1151,-303.859
1152,-303.859
1153,-303.859
1154,-303.859
1155,-303.859
1156,-303.859
1157,-303.859
1158,-303.859
1159,-303.859
1160,-303.859
1161,-303.859
1162,-303.859
1163,-303.859
1164,-303.859
1165,-303.859
1166,-303.859
1167,-303.859
1168,-303.859
1169,-303.859
1170,-303.859
1171,-303.859
1172,-303.859
1173,-303.859
1174,-303.859
1175,-303.859
1176,-303.859
1177,-303.859
1178,-303.859
1179,-303.859
1180,-303.859
1181,-303.859
1182,-303.859
1183,-303.859
1184,-303.859
1185,-303.859
1186,-303.859
1187,-303.859
1188,-303.859
1189,-303.859
1190,-303.859
1191,-303.859
1192,-303.859
1193,-303.859
1194,-303.859
1195,-303.859
1196,-303.859
1197,-303.859
1198,-303.859
1199,-303.859
1200,-303.859
1201,-303.859
1202,-303.859
1203,-303.859
1204,-303.859
1205,-303.859
1206,-303.859
1207,-303.859
1208,-303.859
1209,-303.859
1210,-303.859
1211,-303.859
1212,-303.859
1213,-303.859
1214,-303.859
1215,-303.859
1216,-303.859
1217,-303.859
1218,-303.859
1219,-303.859
1220,-303.859
1221,-303.859
1222,-303.859
1223,-303.859
1224,-303.859
1225,-303.859
1226,-303.859
1227,-303.859
1228,-303.859
1229,-303.859
1230,-303.859
1231,-303.859
1232,-303.859
1233,-303.859
1234,-303.859
1235,-303.859
1236,-303.859
1237,-303.859
1238,-303.859
1239,-303.859
1240,-303.859
