iteration,log_likelihood
0,-2582154.77915232
1,-2564856.1762425895
2,-2557584.567868932
3,-2555382.033204309
4,-2554632.264487238
5,-2554285.7716815015
6,-2554092.1019310234
7,-2553973.2082615434
8,-2553896.8185001
9,-2553846.817178973
